text,rate
"









  
  
    
  Great purchase

  
",5.0 out of 5 stars
"









  
  
    
  Good quality

  
",5.0 out of 5 stars
"









  
  
    
  Good value.

  
",5.0 out of 5 stars
"









  
  
    
  The only reason that I put 2 stars is because they didnt came in a wood case as it mentions!

  
",2.0 out of 5 stars
"









  
    
  Pessime davvero! Ok che mia figlia fa prima elementare, quindi si sa a quell'età devono ancora acquisire le competenze necessarie per un ordine e ''riguardo'' dei prodotti di cancelleria ma obiettivamente sono intemperabili... provate in 3 temperini differenti e il risultato... legno scheggiato, punta rotta in continuazione e siamo arrivate già a meno di metà della matita in due giorni solo di utilizzo... spendere un po' di più per un prodotto di vera qualità in questo caso ha davvero un senso.... adesso ne ho da smaltire 30!!!!!! Unico lato positivo.... la presenza della gomma al vertice della matita. Per il resto lasciate perdere!!!!

  
  
",1.0 out of 5 stars
"









  
  
    
  Good pencils and useable eraser

  
",5.0 out of 5 stars
"









  
  
    
  Reasonable price

  
",5.0 out of 5 stars
"









  
  
    
  Good pencil but the lead does break of easy

  
",3.0 out of 5 stars
"









  
  
    
  Good product good price

  
",5.0 out of 5 stars
"









  
  
    
  Basic. But does the job for work

  
",5.0 out of 5 stars
"









  
  
    
  Most pencils seem to come with broken lead. I am a teacher and bought them for my class and within a week have gone through about 50 pencils because so many of them are broken. Maybe just a bad batch, but I wouldn’t risk it again.

  
",2.0 out of 5 stars
"









  
  
    
  Great basics

  
",5.0 out of 5 stars
"









  
  
    
  Never run out of pencils again.

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Great pencils

  
",5.0 out of 5 stars
"









  
  
    
  Value for money pencils.

  
",4.0 out of 5 stars
"









  
  
    
  Good stuff

  
",5.0 out of 5 stars
"









  
  
    
  Very good and high quality pencil. Great for sketching and taking notes.

  
",5.0 out of 5 stars
"









  
  
    
  Excellent quality  and value

  
",5.0 out of 5 stars
"









  
  
    
  Very poor, cannot sharpen without lead breaking and wood too soft - a shame

  
",1.0 out of 5 stars
"









  
  
    
  Didnt arrive

  
",1.0 out of 5 stars
"









  
  
    
  Suitable for their purposePencils

  
",5.0 out of 5 stars
"









  
  
    
  Does the job

  
",5.0 out of 5 stars
"









  
  
    
  Excellent

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Kids happy - I'm happy 😀

  
",5.0 out of 5 stars
"









  
  
    
  Nice product

  
",5.0 out of 5 stars
"









  
  
    
  Does the job great value

  
",5.0 out of 5 stars
"









  
  
    
  I HIGHLY RECOMMEND THIS PRODUCT. I WILL BUY AGAIN

  
",5.0 out of 5 stars
"









  
  
    
  It’s a pencil. Nothing more.

  
",4.0 out of 5 stars
"









  
  
    
  Handy for work

  
",5.0 out of 5 stars
"









  
  
    
  Simple wood pencils, great value.

  
",5.0 out of 5 stars
"









  
  
    
  To be delivered to an out of country recipient.

  
",5.0 out of 5 stars
"









  
  
    
  Brittle leads prevent pencils from being re-sharpened.  I do NOT recommend.

  
",1.0 out of 5 stars
"









  
  
    
  thank you

  
",5.0 out of 5 stars
"









  
  
    
  TOOK THEM TO MOROCCO FOR THE CHILDREN

  
",5.0 out of 5 stars
"









  
  
    
  good

  
",5.0 out of 5 stars
"









  
  
    
  A good set of pencils and decent quality.

  
",5.0 out of 5 stars
"









  
  
    
  Good quality

  
",5.0 out of 5 stars
"









  
  
    
  Well can write with it

  
",5.0 out of 5 stars
"









  
  
    
  Fast Delivery and as described

  
",5.0 out of 5 stars
"









  
  
    
  All there and wonderful

  
",5.0 out of 5 stars
"









  
  
    
  Simple, cheap, perfect

  
",5.0 out of 5 stars
"









  
  
    
  It's a pencil and does exactly what you'd expect a pencil to do.

  
",5.0 out of 5 stars
"









  
    
  Il set di matite in oggetto è composto da ben trenta pezzi (di egual forma e misura). Fatta questa breve, anzi brevissima premessa descrizione iniziale, non vi nascondo che, inizialmente, ero scettico all'acquisto di queste matite, poiché vengono prodotte da un marchio non leader in questo settore e, come tante altre marche di queste, finiscono per far cilecca. Scettico, ma allo stesso tempo curioso di testarle decido, pertanto, di finalizzare l'acquisto. Ad oggi la scelta che ho fatto si è rivelata vincente (smentendomi), perché le matite sono di ottima qualità e, per prendere appunti, non hanno nulla da invidiare alle marche più blasonate (vedi STAEDTLER). La ciliegina sulla torta è rappresentata dalla gommina (per cancellare), posta all'apice della matita. CONSIGLIO, vivamente, l'acquisto.SE HAI TROVATO UTILE LA MIA OPINIONE, FAMMELO SAPERE CON L'APPOSITO TASTO.

  
  
",5.0 out of 5 stars
"









  
  
    
  It’s a pencil, it does pencil stuff

  
",5.0 out of 5 stars
"









  
  
    
  Noice

  
",5.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
    
  150 matite, una scatola così grande, a soli 15 euro, il prezzo è davvero economico, ma rispetto ad altri prezzi sono moderati, però la qualità è abbastanza buona, la matita è anche molto facile da scrivere, non c'è situazione per iscritto  Apparve, il legno sulla matita non era rotto o marcio.  In breve, questo prezzo, questa qualità, vanno bene.

  
  
",4.0 out of 5 stars
"









  
    
  Die Mine ist extrem empfindlich. Spätestens nachdem der Stift einmal runtergefallen ist, kann man ihn direkt wegschmeißen. Auch ohne runterfallen bricht die Mine oft beim nachspitzen. Kauft euch lieber 5 Stifte eines Markenherstellers, die halten länger als 20 von denen hier. Wenn ein Stift dann mal in einem schreibfähigen Zustand ist, ist er eigentlich ganz gut.

  
  
",2.0 out of 5 stars
"









  
    
  Me han parecido de una calidad muy adecuada para su precio. Me esperaba que fueran de baja calidad pero estaba equivocado.Lo volvería a comprar sin dudarlo.Espero que te haya parecido ÚTIL mi opinión.

  
  
",5.0 out of 5 stars
"









  
    
  Le bois des crayons est de mauvaise qualité... Trop tendre!  Se taille du coup très mal. Et après de nombreuses utilisations j'ai dû en jeter un bon nombre du fait qu'ils se fendent en deux! JE ne sais pas si les utilisateurs/acheteurs vérifiés sont payés ou ne les ont pas utiliser mais franchement c'est vraiment à ne pas acheter!!!

  
  
",1.0 out of 5 stars
"









  
    
  Ein Bleistift ist eine Waffe für Konstrukteuer, da es nur mit dem Bleistift möglich ist resuorcenschonend zu arbeiten,vor allem dann, wenn dieser bereits einen Radiergummi an der gegenüberliegenden Seite hat. Gedanken zu formulieren in Form einer Zeichnung oder Schrift und diese mehrfach anpassen zu können ohne ständig neue Papierblätter beschreiben zu müssen beruhigt die Seele eines Konstrukteurs.

  
  
",5.0 out of 5 stars
"









  
    
  Ho acquistato queste matite attirata dalla convenienza e perché, avendo 2 bambini in età scolastica, le trovavo vantaggiose.Purtroppo l'euforia è passata presto.Le matite hanno le mine interne tutte rotte! Io stessa, temperando la matita , mi si riduce a un pezzettino. Adesso mi ritrovo a dover nuovamente comprare il materiale per i miei bambini nonostante io abbia ancora più di 100 matite.No, non le consiglio.

  
  
",1.0 out of 5 stars
